Date,High,Low,Open,Close,Volume,Adj Close,Total Traded,MA50,MA200,returns,return
2015-01-01,1283.5,1270.5,1283.5,1272.7750244140625,366830.0,1114.908935546875,2570547594.0,,,,
2015-01-02,1295.4749755859375,1275.300048828125,1275.5,1289.7249755859375,925740.0,1129.7567138671875,8645747160.0,,,1.612894974955616,2.612894974955616
2015-01-05,1299.949951171875,1262.324951171875,1290.5,1270.125,1754242.0,1112.587890625,12823729472.0,,,1.523594338973962,6.593886967131505
2015-01-06,1264.550048828125,1220.0,1264.550048828125,1223.300048828125,2423784.0,1071.570556640625,12224804919.836914,,,1.451625900825869,16.165744075737734
2015-01-07,1239.574951171875,1203.7249755859375,1235.0,1208.8499755859375,2636332.0,1058.912353515625,8953646260.0,,,1.4743629225065256,39.99991775573497
2015-01-08,1224.5,1210.2750244140625,1221.199951171875,1221.9000244140625,1565408.0,1070.344482421875,16565479641.65039,,,1.4891650205571487,99.5663961027383
2015-01-09,1259.949951171875,1225.0,1227.5,1256.1500244140625,3197642.0,1100.3460693359375,55069735120.0,,,1.5460995829524533,253.50595959326074
2015-01-12,1264.0,1240.125,1258.5,1254.8499755859375,1596006.0,1099.20751953125,16057060548.0,,,1.4196293092095313,613.3904498911409
2015-01-13,1265.199951171875,1240.050048828125,1260.0,1248.949951171875,1468432.0,1094.0386962890625,11089557360.0,,,1.3610198350488774,1448.227018822538
2015-01-14,1265.9000244140625,1250.25,1258.0,1260.9749755859375,1787096.0,1104.5726318359375,12480945080.0,,,1.414620201132895,3496.9182154753694
2015-01-15,1290.875,1261.625,1266.5,1269.550048828125,5009920.0,1112.084228515625,10565715458.0,,,1.3856436841592163,8342.400854770132
2015-01-16,1272.5,1242.1500244140625,1271.8499755859375,1266.074951171875,5293830.0,1109.0401611328125,8509897312.646484,,,1.3728709404650346,19795.440561994714
2015-01-19,1275.5,1251.5,1268.0,1255.5,1135074.0,1099.77685546875,5183259392.0,,,1.3707689582400024,46930.4159990621
2015-01-20,1265.0,1241.625,1260.0,1250.2249755859375,2058566.0,1095.1561279296875,8573675040.0,,,1.3785492995689657,111626.30810304933
2015-01-21,1261.0,1244.125,1261.0,1256.9000244140625,2310480.0,1101.0030517578125,10712078988.0,,,1.3668205504301194,264199.43998694135
